MARINA SILVA;46.93877551020408;17 ANOS;0.9389671361502347
MARINA SILVA;46.93877551020408;25 A 34 ANOS;7.981220657276995
MARINA SILVA;46.93877551020408;35 A 44 ANOS;23.004694835680752
MARINA SILVA;46.93877551020408;21 A 24 ANOS;1.408450704225352
MARINA SILVA;46.93877551020408;70 A 79 ANOS;6.103286384976526
MARINA SILVA;46.93877551020408;SUPERIOR A 79 ANOS;1.408450704225352
MARINA SILVA;46.93877551020408;60 A 69 ANOS;15.023474178403756
MARINA SILVA;46.93877551020408;18 A 20 ANOS;2.347417840375587
MARINA SILVA;46.93877551020408;45 A 59 ANOS;41.78403755868545
MARINA SILVA;50.44642857142857;17 ANOS;0.41841004184100417
MARINA SILVA;50.44642857142857;25 A 34 ANOS;24.686192468619247
MARINA SILVA;50.44642857142857;35 A 44 ANOS;11.297071129707113
MARINA SILVA;50.44642857142857;45 A 59 ANOS;33.47280334728033
MARINA SILVA;50.44642857142857;SUPERIOR A 79 ANOS;2.928870292887029
MARINA SILVA;50.44642857142857;18 A 20 ANOS;5.02092050209205
MARINA SILVA;50.44642857142857;60 A 69 ANOS;11.715481171548117
MARINA SILVA;50.44642857142857;16 ANOS;0.8368200836820083
MARINA SILVA;50.44642857142857;70 A 79 ANOS;5.02092050209205
MARINA SILVA;50.44642857142857;21 A 24 ANOS;4.602510460251046
MARINA SILVA;51.282051282051285;16 ANOS;0.5797101449275363
MARINA SILVA;51.282051282051285;60 A 69 ANOS;10.144927536231885
MARINA SILVA;51.282051282051285;21 A 24 ANOS;5.217391304347826
MARINA SILVA;51.282051282051285;70 A 79 ANOS;5.507246376811594
MARINA SILVA;51.282051282051285;18 A 20 ANOS;4.057971014492754
MARINA SILVA;51.282051282051285;45 A 59 ANOS;22.608695652173914
MARINA SILVA;51.282051282051285;35 A 44 ANOS;30.144927536231883
MARINA SILVA;51.282051282051285;SUPERIOR A 79 ANOS;1.1594202898550725
MARINA SILVA;51.282051282051285;17 ANOS;0.8695652173913043
MARINA SILVA;51.282051282051285;25 A 34 ANOS;19.71014492753623
MARINA SILVA;49.044585987261144;17 ANOS;0.5730659025787965
MARINA SILVA;49.044585987261144;35 A 44 ANOS;30.659025787965614
MARINA SILVA;49.044585987261144;16 ANOS;0.28653295128939826
MARINA SILVA;49.044585987261144;SUPERIOR A 79 ANOS;2.005730659025788
MARINA SILVA;49.044585987261144;18 A 20 ANOS;6.303724928366762
MARINA SILVA;49.044585987261144;45 A 59 ANOS;27.793696275071632
MARINA SILVA;49.044585987261144;70 A 79 ANOS;5.157593123209169
MARINA SILVA;49.044585987261144;25 A 34 ANOS;16.045845272206304
MARINA SILVA;49.044585987261144;60 A 69 ANOS;6.303724928366762
MARINA SILVA;49.044585987261144;21 A 24 ANOS;4.871060171919771
MARINA SILVA;54.09090909090909;21 A 24 ANOS;3.278688524590164
MARINA SILVA;54.09090909090909;35 A 44 ANOS;5.737704918032787
MARINA SILVA;54.09090909090909;70 A 79 ANOS;7.377049180327869
MARINA SILVA;54.09090909090909;SUPERIOR A 79 ANOS;1.639344262295082
MARINA SILVA;54.09090909090909;45 A 59 ANOS;59.01639344262295
MARINA SILVA;54.09090909090909;60 A 69 ANOS;15.573770491803279
MARINA SILVA;54.09090909090909;25 A 34 ANOS;7.377049180327869
MARINA SILVA;48.81516587677725;35 A 44 ANOS;5.084745762711864
MARINA SILVA;48.81516587677725;70 A 79 ANOS;8.474576271186441
MARINA SILVA;48.81516587677725;60 A 69 ANOS;26.271186440677965
MARINA SILVA;48.81516587677725;18 A 20 ANOS;0.847457627118644
MARINA SILVA;48.81516587677725;25 A 34 ANOS;3.389830508474576
MARINA SILVA;48.81516587677725;SUPERIOR A 79 ANOS;2.542372881355932
MARINA SILVA;48.81516587677725;45 A 59 ANOS;53.389830508474574
MARINA SILVA;52.02020202020202;45 A 59 ANOS;31.162790697674417
MARINA SILVA;52.02020202020202;21 A 24 ANOS;3.7209302325581395
MARINA SILVA;52.02020202020202;70 A 79 ANOS;7.441860465116279
MARINA SILVA;52.02020202020202;18 A 20 ANOS;0.9302325581395349
MARINA SILVA;52.02020202020202;SUPERIOR A 79 ANOS;2.3255813953488373
MARINA SILVA;52.02020202020202;35 A 44 ANOS;31.627906976744185
MARINA SILVA;52.02020202020202;17 ANOS;1.3953488372093024
MARINA SILVA;52.02020202020202;16 ANOS;0.46511627906976744
MARINA SILVA;52.02020202020202;25 A 34 ANOS;7.906976744186046
MARINA SILVA;52.02020202020202;60 A 69 ANOS;13.023255813953488
MARINA SILVA;49.079754601226995;25 A 34 ANOS;5.0
MARINA SILVA;49.079754601226995;21 A 24 ANOS;1.1111111111111112
MARINA SILVA;49.079754601226995;18 A 20 ANOS;0.5555555555555556
MARINA SILVA;49.079754601226995;45 A 59 ANOS;45.0
MARINA SILVA;49.079754601226995;35 A 44 ANOS;26.11111111111111
MARINA SILVA;49.079754601226995;SUPERIOR A 79 ANOS;1.1111111111111112
MARINA SILVA;49.079754601226995;70 A 79 ANOS;5.0
MARINA SILVA;49.079754601226995;60 A 69 ANOS;16.11111111111111
MARINA SILVA;55.064935064935064;SUPERIOR A 79 ANOS;1.2019230769230769
MARINA SILVA;55.064935064935064;70 A 79 ANOS;5.288461538461538
MARINA SILVA;55.064935064935064;17 ANOS;2.8846153846153846
MARINA SILVA;55.064935064935064;60 A 69 ANOS;8.413461538461538
MARINA SILVA;55.064935064935064;18 A 20 ANOS;4.326923076923077
MARINA SILVA;55.064935064935064;21 A 24 ANOS;9.375
