MARINA SILVA;46.93877551020408;25 A 34 ANOS;7.981220657276995
MARINA SILVA;50.44642857142857;25 A 34 ANOS;24.686192468619247
MARINA SILVA;51.282051282051285;25 A 34 ANOS;19.71014492753623
MARINA SILVA;49.044585987261144;25 A 34 ANOS;16.045845272206304
MARINA SILVA;54.09090909090909;25 A 34 ANOS;7.377049180327869
MARINA SILVA;48.81516587677725;25 A 34 ANOS;3.389830508474576
MARINA SILVA;52.02020202020202;25 A 34 ANOS;7.906976744186046
MARINA SILVA;49.079754601226995;25 A 34 ANOS;5.0
MARINA SILVA;55.064935064935064;25 A 34 ANOS;16.10576923076923
MARINA SILVA;62.303664921465966;25 A 34 ANOS;15.328467153284672
MARINA SILVA;59.307359307359306;25 A 34 ANOS;11.450381679389313
MARINA SILVA;50.427350427350426;25 A 34 ANOS;11.320754716981131
MARINA SILVA;52.121212121212125;25 A 34 ANOS;5.524861878453039
MARINA SILVA;52.10526315789474;25 A 34 ANOS;7.042253521126761
MARINA SILVA;41.77215189873418;25 A 34 ANOS;11.851851851851851
MARINA SILVA;61.67883211678832;25 A 34 ANOS;7.590759075907591
MARINA SILVA;55.95854922279793;25 A 34 ANOS;4.716981132075472
MARINA SILVA;49.72677595628415;25 A 34 ANOS;24.50980392156863
MARINA SILVA;47.752808988764045;25 A 34 ANOS;18.90547263681592
MARINA SILVA;57.95795795795796;25 A 34 ANOS;6.770833333333333
MARINA SILVA;54.93333333333333;25 A 34 ANOS;34.54545454545455
MARINA SILVA;56.08695652173913;25 A 34 ANOS;7.258064516129032
MARINA SILVA;46.07843137254902;25 A 34 ANOS;14.410480349344978
MARINA SILVA;46.846846846846844;25 A 34 ANOS;11.25
MARINA SILVA;59.48717948717949;25 A 34 ANOS;21.709006928406467
MARINA SILVA;56.37755102040816;25 A 34 ANOS;22.93577981651376
MARINA SILVA;64.79591836734694;25 A 34 ANOS;30.96330275229358
MARINA SILVA;53.883495145631066;25 A 34 ANOS;6.140350877192983
MARINA SILVA;59.12408759124087;25 A 34 ANOS;24.503311258278146
MARINA SILVA;58.44155844155844;25 A 34 ANOS;13.017751479289942
MARINA SILVA;50.51546391752577;25 A 34 ANOS;11.711711711711711
MARINA SILVA;48.51485148514851;25 A 34 ANOS;9.90990990990991
MARINA SILVA;48.803827751196174;25 A 34 ANOS;7.239819004524887
MARINA SILVA;43.11926605504587;25 A 34 ANOS;3.141361256544503
MARINA SILVA;18.707482993197278;25 A 34 ANOS;21.05263157894737
MARINA SILVA;48.958333333333336;25 A 34 ANOS;5.882352941176471
MARINA SILVA;55.319148936170215;25 A 34 ANOS;12.365591397849462
MARINA SILVA;60.869565217391305;25 A 34 ANOS;1.5873015873015872
MARINA SILVA;52.78688524590164;25 A 34 ANOS;41.33738601823708
MARINA SILVA;57.76892430278885;25 A 34 ANOS;28.04428044280443
MARINA SILVA;62.98076923076923;25 A 34 ANOS;3.587443946188341
MARINA SILVA;52.88461538461539;25 A 34 ANOS;9.090909090909092
MARINA SILVA;40.53333333333333;25 A 34 ANOS;30.62645011600928
MARINA SILVA;56.36363636363637;25 A 34 ANOS;20.0
MARINA SILVA;53.801169590643276;25 A 34 ANOS;8.994708994708995
MARINA SILVA;59.38375350140056;25 A 34 ANOS;18.592964824120603
MARINA SILVA;61.56583629893238;25 A 34 ANOS;23.588039867109636
MARINA SILVA;52.199413489736074;25 A 34 ANOS;21.05263157894737
MARINA SILVA;57.534246575342465;25 A 34 ANOS;26.878612716763005
MARINA SILVA;65.54621848739495;25 A 34 ANOS;19.366197183098592
MARINA SILVA;57.65765765765766;25 A 34 ANOS;41.8848167539267
MARINA SILVA;63.25581395348837;25 A 34 ANOS;48.4304932735426
MARINA SILVA;58.56573705179283;25 A 34 ANOS;11.397058823529411
MARINA SILVA;56.25;25 A 34 ANOS;12.98076923076923
MARINA SILVA;56.57492354740061;25 A 34 ANOS;16.710182767624023
MARINA SILVA;60.22099447513812;25 A 34 ANOS;17.46031746031746
MARINA SILVA;60.63492063492063;25 A 34 ANOS;24.277456647398843
MARINA SILVA;56.58536585365854;25 A 34 ANOS;11.52073732718894
MARINA SILVA;56.8922305764411;25 A 34 ANOS;24.16851441241685
MARINA SILVA;54.973821989528794;25 A 34 ANOS;6.542056074766355
MARINA SILVA;52.33644859813084;25 A 34 ANOS;24.705882352941178
MARINA SILVA;51.940298507462686;25 A 34 ANOS;23.7467018469657
MARINA SILVA;58.65384615384615;25 A 34 ANOS;12.608695652173912
MARINA SILVA;54.621848739495796;25 A 34 ANOS;7.425742574257426
MARINA SILVA;54.464285714285715;25 A 34 ANOS;14.525139664804469
MARINA SILVA;53.02325581395349;25 A 34 ANOS;16.883116883116884
MARINA SILVA;54.42359249329759;25 A 34 ANOS;25.11520737327189
MARINA SILVA;34.24242424242424;25 A 34 ANOS;29.226361031518625
MARINA SILVA;40.87193460490463;25 A 34 ANOS;29.86111111111111
MARINA SILVA;57.142857142857146;25 A 34 ANOS;9.82905982905983
MARINA SILVA;52.69121813031161;25 A 34 ANOS;20.707070707070706
MARINA SILVA;60.416666666666664;25 A 34 ANOS;41.732283464566926
MARINA SILVA;42.076502732240435;25 A 34 ANOS;25.88235294117647
MARINA SILVA;48.03493449781659;25 A 34 ANOS;18.0
MARINA SILVA;56.09756097560975;25 A 34 ANOS;13.821138211382113
MARINA SILVA;51.0548523206751;25 A 34 ANOS;2.962962962962963
MARINA SILVA;59.030837004405285;25 A 34 ANOS;6.147540983606557
MARINA SILVA;51.68269230769231;25 A 34 ANOS;19.264069264069263
